"","observed","cagr","ets","dynamic","growth_rate","cagr_se","ets_se","dynamic_se","growth_rate_se"
"1",100,NA,NA,NA,NA,NA,NA,NA,NA
"2",96.2147337702018,NA,NA,NA,NA,NA,NA,NA,NA
"3",109.606875082411,NA,NA,NA,NA,NA,NA,NA,NA
"4",120.790576247339,NA,NA,NA,NA,NA,NA,NA,NA
"5",123.640154452924,NA,NA,NA,NA,NA,NA,NA,NA
"6",130.218963925912,NA,NA,NA,NA,NA,NA,NA,NA
"7",137.068762616293,NA,NA,NA,NA,NA,NA,NA,NA
"8",143.575190359928,NA,NA,NA,NA,NA,NA,NA,NA
"9",146.380529937393,NA,NA,NA,NA,NA,NA,NA,NA
"10",146.008378121051,NA,NA,NA,NA,NA,NA,NA,NA
"11",144.867246873722,152.279686555799,146.008415375999,148.019946633742,148.664135814917,54.9442620404366,1.30226555058932,9.93951577683195,14.4163656317688
"12",151.123408261975,150.33746654197,144.86736119887,150.731355842157,152.539306199155,0.617704387244885,39.1381248557833,0.153705099885607,2.00476696850987
"13",152.960424670394,156.904220272057,151.122782550689,151.365021321083,151.434800524543,15.5535237477027,3.37692856011204,2.54531184699085,2.32752903440229
"14",154.173833411221,158.474967266999,152.960240570652,151.95346957466,151.650820241989,18.4997524453183,1.47280758268121,4.93001556671043,6.36559545211997
"15",146.631053233655,159.394389342841,154.173711830419,143.16129388777,139.533086953648,162.902748636052,56.8916987073456,12.0392299183545,50.38112531211
"16",142.145588826103,150.695136597871,146.631808876281,142.962852668387,137.847948794256,73.094767101736,20.1261703386144,0.667920187904167,18.4697098433359
"17",136.937048260729,145.517629920656,142.146037593895,144.227311187374,143.066924579785,73.6263816226677,27.1335698730356,53.1479335396037,37.57538368692
"18",127.933693176918,139.654045979948,136.937569186918,132.578152829833,130.301806298223,137.366669827485,81.0697832034576,21.5710054675567,5.60795975529442
"19",121.376213657432,129.801039007524,127.93459466211,126.645150728605,126.085301100143,70.9776821795591,43.0123614025202,27.761697859985,22.1755045430956
"20",115.969799313045,122.689578258854,115.094784273999,121.906272707818,122.098854815333,45.1554290805341,0.765651318556259,35.2417163668457,37.5653213501236
"21",120.641576959557,116.877652346047,110.034556493146,114.751022790417,114.382376695742,14.1671284961829,112.508883174868,34.6986284195697,39.1775879425413
"22",120.488211681888,121.77884639548,120.641109266527,120.824398233684,120.89613972072,1.66573796392705,0.0233776713884379,0.113021397608698,0.166405284865447
"23",113.68760180441,121.56234277397,120.488226990284,115.416286445461,113.448995244471,62.011545337668,46.2485029187484,2.9883505882051,0.0569330904456256
