"","observed","cagr","ets","dynamic","growth_rate","cagr_se","ets_se","dynamic_se","growth_rate_se"
"1",100,NA,NA,NA,NA,NA,NA,NA,NA
"2",103.962300687312,NA,NA,NA,NA,NA,NA,NA,NA
"3",90.4600471136737,NA,NA,NA,NA,NA,NA,NA,NA
"4",83.5248395544218,NA,NA,NA,NA,NA,NA,NA,NA
"5",86.0874902609377,NA,NA,NA,NA,NA,NA,NA,NA
"6",80.3436641996799,NA,NA,NA,NA,NA,NA,NA,NA
"7",80.7013592725442,NA,NA,NA,NA,NA,NA,NA,NA
"8",75.9537109367965,NA,NA,NA,NA,NA,NA,NA,NA
"9",78.2994822113596,NA,NA,NA,NA,NA,NA,NA,NA
"10",81.1969983538091,NA,NA,NA,NA,NA,NA,NA,NA
"11",78.4126321120014,79.3393906907014,81.03985812732,79.3847304004264,77.2719039538747,0.85888146319405,6.90231653556699,0.944975082358901,1.30126073074311
"12",76.3978239297569,76.5287527747118,78.8285278537236,76.2745583181574,74.2309189719011,0.0171423624412079,5.90832156598685,0.0151944110030005,4.69547709638001
"13",79.2215104901928,74.5507449531234,76.2747694984342,78.7568533155568,76.9022404904029,21.8160507022756,8.68328247251097,0.215906289940778,5.37901333192542
"14",73.8171112481623,77.6986330947629,79.4781098514708,78.7553677741169,77.7940606482157,15.0662118456378,32.0469051866617,24.3863775161338,15.8161265305858
"15",74.6783267259453,72.1132850426104,79.1335374659825,76.4481285104699,79.3681069918995,6.57943883724589,19.8489027381425,3.13219835650637,21.9940389429333
"16",74.7277626009298,73.1369842046087,75.2726193835142,74.0285872090229,77.5066537200832,2.53057590620197,0.296868913528228,0.488846228648215,7.72223585210916
"17",73.4692642468615,73.2904595224947,74.901966000799,72.3853645551,73.0576332572776,0.0319711294558717,2.05263431573581,1.17483854180056,0.169440071585749
"18",75.6996683883995,72.0671414913198,73.469408447544,72.9675525737827,75.8290133723078,13.1952516580077,4.97405940378499,7.46445682447909,0.0167301248622412
"19",76.6323054935261,74.4700864539996,75.6994296205385,74.12130389879,75.7699186081295,4.67519117489074,0.870257394402313,6.30512900876724,0.743711140104127
"20",75.557739649715,75.5075414941209,80.81493531231,75.1606667719696,76.0045736408575,0.0025198548250569,27.6381062348076,0.157666870241003,0.199660615640283
"21",72.2007618653031,74.4513516380533,75.7161408515345,62.4038973527517,70.7182247393767,5.06515432520768,12.3578894168371,95.9785542772886,2.19791632975015
"22",69.3318595642858,71.0344249932087,68.4898457773242,70.3152130409836,70.5008519398013,2.8987290397636,0.708987217433369,0.966984060133708,1.36654317401344
"23",71.7277482589412,68.133111448172,67.2676933262418,70.3156738647882,72.0457972292378,12.9214138013367,19.8920900026959,1.99395409462255,0.101155147506774
