"","observed","cagr","ets","dynamic","growth_rate","cagr_se","ets_se","dynamic_se","growth_rate_se"
"1",100,NA,NA,NA,NA,NA,NA,NA,NA
"2",99.9927620779365,NA,NA,NA,NA,NA,NA,NA,NA
"3",99.5138544782453,NA,NA,NA,NA,NA,NA,NA,NA
"4",102.865061139925,NA,NA,NA,NA,NA,NA,NA,NA
"5",106.510991822393,NA,NA,NA,NA,NA,NA,NA,NA
"6",113.199085143011,NA,NA,NA,NA,NA,NA,NA,NA
"7",115.21803984555,NA,NA,NA,NA,NA,NA,NA,NA
"8",117.622703598903,NA,NA,NA,NA,NA,NA,NA,NA
"9",122.215723397718,NA,NA,NA,NA,NA,NA,NA,NA
"10",125.233622993644,NA,NA,NA,NA,NA,NA,NA,NA
"11",127.685498015902,128.404081208214,125.233320993299,126.778198732375,127.512749163976,0.516361804273238,6.01317215018091,0.823191989888316,0.0298421658416831
"12",133.706016552578,130.844578403877,127.68525251121,134.087807952284,134.336411303957,8.18782827884229,36.2495996418256,0.145764672889773,0.39739754256707
"13",138.317916656476,137.283776783743,134.840631200972,137.102399188474,137.314175375447,1.06944527637603,12.0915141390556,1.47748271501797,1.00749655924081
"14",141.550954830268,142.107928527422,138.788213302917,140.118272499574,138.426620823764,0.310219699321815,7.63274074695043,2.05257866068257,9.76146298419272
"15",137.833026404733,145.385629225252,144.740939742124,143.585490619846,139.964611037085,57.0418093645096,47.7192666769091,33.0908445461538,4.54365304487849
"16",133.963906125077,141.028568823802,144.96470955204,137.6283513692,140.389637454699,49.9094590467522,121.017676038686,13.428158947172,41.2900231204851
"17",138.004826203307,136.600929877945,136.317226231728,131.4397551635,138.288643458975,1.970924892364,2.84799366407154,43.1001577577048,0.0805522346151073
"18",142.936408704656,140.81135143673,140.515175878475,140.42308519095,140.441897756303,4.51586839196872,5.86236839857608,6.31679508454897,6.22258487145566
"19",143.42538485164,145.971784453353,145.507776060474,144.802654787904,141.561003607063,6.4841509316014,4.33635314662982,1.89687247733652,3.47591742513262
"20",141.410224461923,146.328011095738,145.876345813289,144.259640104423,142.445467596938,24.1846253757262,19.9462399251294,8.11916950372477,1.07172834859523
"21",141.708428119844,144.012720420547,143.672711143582,140.585808500449,141.872276653217,5.30976300707924,3.8584077973442,1.26027480985066,0.0268463418884641
"22",138.414489449697,144.200067856278,143.941622617839,143.030248645813,143.380224529443,33.4729174986909,30.5492010583748,21.3052329565246,24.6585248822152
"23",138.404980442059,140.57383284391,138.963260310273,135.376200171335,140.338973474316,4.70392074101269,0.311676411252328,9.17350992832961,3.74032904881777
